GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC08,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,HC02_EST_VC74,HC02_EST_VC75,HC02_EST_VC76,HC02_EST_VC77,HC02_EST_VC80,HC02_EST_VC81,HC02_EST_VC82,HC02_EST_VC83,HC02_EST_VC84,HC02_EST_VC85
0400000US36,36,New York,(X),6.5,7.5,26.4,16.1,8.6,19.7,15.1,85.9,34.7,29.4,15.1,10.9,5.2,(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,(X),5.2,8.5,26.4,21.8,9.1,18.8,10.2,86.3,29.0,30.2,15.8,11.6,4.3,(X),(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,(X),3.5,4.4,27.4,23.0,13.4,20.5,7.7,92.0,28.2,21.3,11.0,7.4,3.2,(X),(X),(X),(X),(X),(X)
0400000US39,39,Ohio,(X),3.0,7.5,33.8,20.6,8.4,16.7,10.0,89.5,26.7,28.4,13.4,11.3,3.9,(X),(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,(X),4.3,8.5,31.6,23.7,7.4,16.3,8.1,87.3,24.5,26.8,15.1,11.2,4.4,(X),(X),(X),(X),(X),(X)
0400000US41,41,Oregon,(X),3.9,6.2,23.9,26.2,8.5,19.6,11.9,90.0,31.4,26.2,15.4,12.6,5.9,(X),(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,(X),3.4,7.0,36.0,16.2,8.0,17.8,11.5,89.5,29.3,25.2,12.1,9.2,4.0,(X),(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,(X),5.8,7.3,27.7,18.3,8.5,19.4,13.1,87.0,32.5,25.0,13.5,10.0,4.0,(X),(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,(X),4.7,9.3,29.5,21.0,9.1,16.9,9.6,86.0,26.5,30.4,15.8,10.9,4.2,(X),(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,(X),3.6,5.2,30.8,21.9,11.0,19.4,8.1,91.2,27.5,28.2,12.5,9.3,4.1,(X),(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,(X),5.4,8.6,32.8,21.0,6.8,16.1,9.3,86.0,25.4,29.8,15.8,10.9,4.4,(X),(X),(X),(X),(X),(X)
0400000US48,48,Texas,(X),8.9,8.8,25.1,22.4,6.8,18.5,9.6,82.3,28.1,27.8,14.7,9.8,4.3,(X),(X),(X),(X),(X),(X)
0400000US49,49,Utah,(X),2.9,5.6,23.0,27.1,9.8,21.0,10.7,91.5,31.7,21.7,10.8,8.0,4.4,(X),(X),(X),(X),(X),(X)
0400000US50,50,Vermont,(X),2.8,5.3,29.9,17.3,8.6,21.7,14.5,91.9,36.2,23.7,11.1,9.2,4.2,(X),(X),(X),(X),(X),(X)
0400000US51,51,Virginia,(X),4.6,6.7,24.5,19.9,7.4,21.2,15.7,88.6,36.9,22.4,12.1,8.2,3.3,(X),(X),(X),(X),(X),(X)
0400000US53,53,Washington,(X),3.9,5.5,22.9,24.3,9.8,21.3,12.3,90.6,33.6,23.8,13.0,10.1,4.4,(X),(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,(X),4.9,9.7,40.5,18.5,6.8,11.9,7.7,85.3,19.6,29.2,14.9,12.3,4.5,(X),(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,(X),3.0,5.7,31.7,21.0,10.3,18.7,9.6,91.4,28.4,24.2,11.0,8.9,3.6,(X),(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,(X),1.9,5.7,29.2,26.5,10.7,17.2,8.8,92.4,26.0,19.8,10.7,8.1,4.0,(X),(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,(X),16.8,9.2,27.3,12.5,9.5,17.7,6.9,73.9,24.6,62.6,47.5,34.6,14.2,(X),(X),(X),(X),(X),(X)
